scheme,village,month,month_lab,period_recent,period_base,variable,mean_recent,mean_base,delta,pct_change,hedges_g,p_welch,ci_low,ci_high,n_recent,n_base
idw4,Mandena,3,Mar,2018-2022,2013-2017,wbgt28_h,10.2,5.8,4.4,75.8620689655172,0.901133657905907,0.15349296915989,-0.6,9.2,5,5
idw4,Mandena,3,Mar,2018-2022,2013-2017,wbgt31_h,0,0,0,,,,0,0,5,5
idw4,Mandena,3,Mar,2018-2022,2013-2017,hot35_h,0,0,0,,,,0,0,5,5
idw4,Mandena,3,Mar,2018-2022,2008-2012,tmean_c,23.7859460763474,23.4207579587871,0.365188117560262,1.55924978261965,0.904630821252166,0.16745848736356,-0.0343156821468567,0.734192851064058,5,5
idw4,Mandena,3,Mar,2018-2022,2008-2012,tmax_c,28.3607334627754,27.9540216191707,0.406711843604707,1.45493141969164,0.582595251953653,0.339513712008295,-0.264300257375632,1.11835966631101,5,5
idw4,Mandena,3,Mar,2018-2022,2008-2012,rh_mean,87.947065894903,88.501245442779,-0.554179547875918,-0.626182767376112,-0.730957729696157,0.253957963231315,-1.41193208295462,0.109152049577659,5,5
idw4,Mandena,3,Mar,2018-2022,2008-2012,vpd_kpa,0.406928065932665,0.381680116898692,0.025247949033973,6.61495003698987,1.22806168274006,0.0647880513752343,0.00587582284483534,0.0467213874537917,5,5
idw4,Mandena,3,Mar,2018-2022,2008-2012,ssrd_MJ_day,-5.17526669500947e-06,1.37881462986806e-06,-6.55408132487753e-06,-475.341730708552,-0.600226095689483,0.325270559599796,-1.65742006596591e-05,4.55557345267293e-06,5,5
idw4,Mandena,3,Mar,2018-2022,2008-2012,wbgt28_h,10.2,6.2,4,64.5161290322581,0.485182975515687,0.43102749833212,-5.2,11.2,5,5
idw4,Mandena,3,Mar,2018-2022,2008-2012,wbgt31_h,0,0,0,,,,0,0,5,5
idw4,Mandena,3,Mar,2018-2022,2008-2012,hot35_h,0,0,0,,,,0,0,5,5
idw4,Mandena,3,Mar,2018-2022,2003-2007,tmean_c,23.7859460763474,23.5226936206038,0.263252455743636,1.11914247572842,0.83283877626081,0.189513679290534,-0.0770909053154747,0.555345520221446,5,5
idw4,Mandena,3,Mar,2018-2022,2003-2007,tmax_c,28.3607334627754,27.9672075031003,0.393525959675102,1.40709779348359,0.541025974729423,0.373949714993346,-0.378856041423107,1.04076704903893,5,5
idw4,Mandena,3,Mar,2018-2022,2003-2007,rh_mean,87.947065894903,87.9952242779268,-0.0481583830237895,-0.0547284053412769,-0.075981786271025,0.898595341216631,-0.636064043924072,0.623482306057119,5,5
idw4,Mandena,3,Mar,2018-2022,2003-2007,vpd_kpa,0.406928065932665,0.402057660589076,0.00487040534358868,1.21136986581795,0.218766821764948,0.712560604121434,-0.017689357135599,0.0298807887588813,5,5
idw4,Mandena,3,Mar,2018-2022,2003-2007,ssrd_MJ_day,-5.17526669500947e-06,-2.32125140245255e-06,-2.85401529255693e-06,122.951580752584,-0.27973257874076,0.639295700662231,-1.33108313424334e-05,8.07997948454603e-06,5,5
idw4,Mandena,3,Mar,2018-2022,2003-2007,wbgt28_h,10.2,6.8,3.4,50,0.768944351154838,0.215884154650623,-1,7.8,5,5
idw4,Mandena,3,Mar,2018-2022,2003-2007,wbgt31_h,0,0,0,,,,0,0,5,5
idw4,Mandena,3,Mar,2018-2022,2003-2007,hot35_h,0,0,0,,,,0,0,5,5
idw4,Mandena,4,Apr,2018-2022,2013-2017,tmean_c,23.0798279709703,22.9421026786863,0.137725292284035,0.600316780954801,0.338172465526297,0.576583631984613,-0.216102139416275,0.578380350196744,5,5
idw4,Mandena,4,Apr,2018-2022,2013-2017,tmax_c,27.2661607086425,27.2868143381387,-0.0206536294961417,-0.0756908785327651,-0.0452721764193142,0.938939245238721,-0.450136542124316,0.415656892546862,5,5
idw4,Mandena,4,Apr,2018-2022,2013-2017,rh_mean,87.8162708449119,86.1782789967253,1.63799184818652,1.90070150768358,1.80545643313683,0.0134525074027087,0.772790159945288,2.51313283049318,5,5
idw4,Mandena,4,Apr,2018-2022,2013-2017,vpd_kpa,0.386947007039103,0.439618270121204,-0.0526712630821006,-11.9811360586945,-1.62965886363263,0.0214055651177098,-0.0873474617278876,-0.0220340811541378,5,5
idw4,Mandena,4,Apr,2018-2022,2013-2017,ssrd_MJ_day,-4.52278361590389e-06,-6.16977386242558e-06,1.6469902465217e-06,-26.694499397328,0.178790172312521,0.764955102579923,-6.83476294361988e-06,1.13041420004917e-05,5,5
idw4,Mandena,4,Apr,2018-2022,2013-2017,wbgt28_h,0.6,0.2,0.4,200,0.72258064516129,0.242875612150283,-0.2,0.8,5,5
idw4,Mandena,4,Apr,2018-2022,2013-2017,wbgt31_h,0,0,0,,,,0,0,5,5
idw4,Mandena,4,Apr,2018-2022,2013-2017,hot35_h,0,0,0,,,,0,0,5,5
idw4,Mandena,4,Apr,2018-2022,2008-2012,tmean_c,23.0798279709703,22.8159804893404,0.263847481629934,1.15641526671713,0.630481372733818,0.311064818214699,-0.0968159085209165,0.751600071124497,5,5
idw4,Mandena,4,Apr,2018-2022,2008-2012,tmax_c,27.2661607086425,27.0351729718258,0.230987736816754,0.85439711096901,0.599001535007874,0.343753773018545,-0.0892515426215741,0.672601500304403,5,5
idw4,Mandena,4,Apr,2018-2022,2008-2012,rh_mean,87.8162708449119,87.8935868434956,-0.0773159985837708,-0.0879654606899143,-0.0585886505380808,0.921596781961732,-1.277805067869,1.42725022098238,5,5
idw4,Mandena,4,Apr,2018-2022,2008-2012,vpd_kpa,0.386947007039103,0.381366944755342,0.00558006228376184,1.46317407958407,0.131607629575626,0.824645048018137,-0.0431058756823981,0.0446211977257767,5,5
idw4,Mandena,4,Apr,2018-2022,2008-2012,ssrd_MJ_day,-4.52278361590389e-06,-2.07055588922879e-06,-2.4522277266751e-06,118.433302835813,-0.238406433118159,0.688190425553415,-1.23131539324282e-05,8.66120163412468e-06,5,5
idw4,Mandena,4,Apr,2018-2022,2008-2012,wbgt28_h,0.6,1,-0.4,-40,-0.281264134664808,0.644182920260308,-2,0.8,5,5
idw4,Mandena,4,Apr,2018-2022,2008-2012,wbgt31_h,0,0,0,,,,0,0,5,5
idw4,Mandena,4,Apr,2018-2022,2008-2012,hot35_h,0,0,0,,,,0,0,5,5
idw4,Mandena,4,Apr,2018-2022,2003-2007,tmean_c,23.0798279709703,22.6705550960356,0.40927287493475,1.80530592745089,0.796631920625571,0.200688258065759,-0.076563387422183,0.96004603637636,5,5
idw4,Mandena,4,Apr,2018-2022,2003-2007,tmax_c,27.2661607086425,26.8970853642531,0.369075344389447,1.37217597888862,0.626271255826922,0.306426831241791,-0.184131295733268,0.983080670805163,5,5
idw4,Mandena,4,Apr,2018-2022,2003-2007,rh_mean,87.8162708449119,87.2464512584713,0.569819586440559,0.653114915530999,0.491096676061396,0.419379338630356,-0.590360044688665,1.68997628590864,5,5
idw4,Mandena,4,Apr,2018-2022,2003-2007,vpd_kpa,0.386947007039103,0.401382392168437,-0.0144353851293336,-3.59641713512832,-0.374553909374002,0.5322317752868,-0.0545625293014202,0.0224248432441156,5,5
idw4,Mandena,4,Apr,2018-2022,2003-2007,ssrd_MJ_day,-4.52278361590389e-06,-2.50197023070952e-06,-2.02081338519437e-06,80.7688820750397,-0.186684129293671,0.75238483851546,-1.23402806233877e-05,8.87933524557306e-06,5,5
idw4,Mandena,4,Apr,2018-2022,2003-2007,wbgt28_h,0.6,0,0.6,,1.39927140250074,0.0704839969102199,0.2,1,5,5
idw4,Mandena,4,Apr,2018-2022,2003-2007,wbgt31_h,0,0,0,,,,0,0,5,5
idw4,Mandena,4,Apr,2018-2022,2003-2007,hot35_h,0,0,0,,,,0,0,5,5
idw4,Mandena,5,May,2018-2022,2013-2017,tmean_c,21.4409156514446,21.3285990599386,0.112316591505991,0.526600885460661,0.266433600727885,0.657017061993424,-0.292753827366873,0.559221890288798,5,5
idw4,Mandena,5,May,2018-2022,2013-2017,tmax_c,25.7098869521561,25.5077949845588,0.202091967597315,0.792275332774363,0.628841571689666,0.316614334057675,-0.104463195285766,0.53676059177365,5,5
idw4,Mandena,5,May,2018-2022,2013-2017,rh_mean,86.2688046132781,85.8855634914379,0.383241121840214,0.446222981209665,0.209946254481687,0.725178523753162,-1.30204441650919,2.37804648258287,5,5
idw4,Mandena,5,May,2018-2022,2013-2017,vpd_kpa,0.398847240209024,0.405469612530379,-0.00662237232135499,-1.63325983420245,-0.140866489500176,0.812524757806775,-0.0581231085004593,0.0388710207995652,5,5
idw4,Mandena,5,May,2018-2022,2013-2017,ssrd_MJ_day,1.40356574660731e-05,1.58202954877286e-05,-1.78463802165552e-06,-11.2806870329307,-0.210945719901163,0.721520564493919,-1.06649624563895e-05,6.55669953182772e-06,5,5
idw4,Mandena,5,May,2018-2022,2013-2017,wbgt28_h,0.2,0,0.2,,0.571250157965901,0.373900966300059,0,0.6,5,5
idw4,Mandena,5,May,2018-2022,2013-2017,wbgt31_h,0,0,0,,,,0,0,5,5
idw4,Mandena,5,May,2018-2022,2013-2017,hot35_h,0,0,0,,,,0,0,5,5
idw4,Mandena,5,May,2018-2022,2008-2012,tmean_c,21.4409156514446,21.4780394545916,-0.0371238031469936,-0.172845399718536,-0.0825625516509916,0.889926972497868,-0.449990750019703,0.436523556684453,5,5
idw4,Mandena,5,May,2018-2022,2008-2012,tmax_c,25.7098869521561,26.0377887665859,-0.327901814429758,-1.25933049603103,-0.678608085790226,0.292235531356758,-0.790977394654715,0.201941486709885,5,5
idw4,Mandena,5,May,2018-2022,2008-2012,rh_mean,86.2688046132781,85.3535665457305,0.915238067547691,1.07229036182961,0.535928953031857,0.380741914743302,-0.865986370931672,2.49487448628207,5,5
idw4,Mandena,5,May,2018-2022,2008-2012,vpd_kpa,0.398847240209024,0.435451495716713,-0.0366042555076893,-8.40604656723985,-0.71975893507418,0.251960767178447,-0.0816481957055418,0.017854894597488,5,5
idw4,Mandena,5,May,2018-2022,2008-2012,ssrd_MJ_day,1.40356574660731e-05,1.35228358661189e-05,5.12821599954126e-07,3.79226373100472,0.0699090961416753,0.905853925842944,-6.76463091550112e-06,8.01502402082769e-06,5,5
idw4,Mandena,5,May,2018-2022,2008-2012,wbgt28_h,0.2,0,0.2,,0.571250157965901,0.373900966300059,0,0.6,5,5
idw4,Mandena,5,May,2018-2022,2008-2012,wbgt31_h,0,0,0,,,,0,0,5,5
idw4,Mandena,5,May,2018-2022,2008-2012,hot35_h,0,0,0,,,,0,0,5,5
idw4,Mandena,5,May,2018-2022,2003-2007,tmean_c,21.4409156514446,21.3895027243795,0.0514129270650301,0.240365228343669,0.0971203170926595,0.87130715661904,-0.429983972982176,0.623290262369256,5,5
idw4,Mandena,5,May,2018-2022,2003-2007,tmax_c,25.7098869521561,25.5585681156017,0.151318836554385,0.592047394321809,0.315641442515463,0.606139762247804,-0.312851289757908,0.615869120862897,5,5
idw4,Mandena,5,May,2018-2022,2003-2007,rh_mean,86.2688046132781,87.0445672362051,-0.775762622926948,-0.891224630736379,-0.486010089428519,0.42271699540164,-2.16732975071555,0.880796474150371,5,5
idw4,Mandena,5,May,2018-2022,2003-2007,vpd_kpa,0.398847240209024,0.375125896891974,0.0237213433170496,6.32356857086853,0.655414564274494,0.284423538522444,-0.0148110605269849,0.0565970639164705,5,5
idw4,Mandena,5,May,2018-2022,2003-2007,ssrd_MJ_day,1.40356574660731e-05,1.23702788220546e-05,1.6653786440185e-06,13.4627413656138,0.203722385411519,0.730605354118506,-6.07934896822197e-06,9.8326835781194e-06,5,5
idw4,Mandena,5,May,2018-2022,2003-2007,wbgt28_h,0.2,0,0.2,,0.571250157965901,0.373900966300059,0,0.6,5,5
idw4,Mandena,5,May,2018-2022,2003-2007,wbgt31_h,0,0,0,,,,0,0,5,5
idw4,Mandena,5,May,2018-2022,2003-2007,hot35_h,0,0,0,,,,0,0,5,5
idw4,Mandena,6,Jun,2018-2022,2013-2017,tmean_c,19.650672047901,19.7894264213011,-0.138754373400062,-0.701154093332933,-0.239473961383803,0.689009279994152,-0.6909451665156,0.45883440808179,5,5
idw4,Mandena,6,Jun,2018-2022,2013-2017,tmax_c,23.6960220822685,23.7957745374353,-0.0997524551667581,-0.419202388263633,-0.133127773425824,0.823189602904846,-0.852547425306019,0.598416041184139,5,5
idw4,Mandena,6,Jun,2018-2022,2013-2017,rh_mean,86.2027481701347,85.7029282510506,0.499819919084018,0.583200515179469,0.354994387049489,0.551623226363924,-0.936361507778831,1.93535585036389,5,5
idw4,Mandena,6,Jun,2018-2022,2013-2017,vpd_kpa,0.353364557278715,0.372924447344218,-0.0195598900655032,-5.24500075143881,-0.493795539908089,0.414322559952586,-0.0611070499890272,0.0165019906939927,5,5
idw4,Mandena,6,Jun,2018-2022,2013-2017,ssrd_MJ_day,1.34215628591365e-05,9.62214685470414e-06,3.79941600443234e-06,39.486156902447,0.700607629119795,0.262462179371897,-1.55178668881221e-06,9.14086312630094e-06,5,5
idw4,Mandena,6,Jun,2018-2022,2013-2017,wbgt28_h,0,0,0,,,,0,0,5,5
idw4,Mandena,6,Jun,2018-2022,2013-2017,wbgt31_h,0,0,0,,,,0,0,5,5
idw4,Mandena,6,Jun,2018-2022,2013-2017,hot35_h,0,0,0,,,,0,0,5,5
idw4,Mandena,6,Jun,2018-2022,2008-2012,tmean_c,19.650672047901,19.8492383058148,-0.1985662579138,-1.00037217980113,-0.35583745785852,0.554624809384254,-0.742426776573883,0.371271519276171,5,5
idw4,Mandena,6,Jun,2018-2022,2008-2012,tmax_c,23.6960220822685,24.140142905734,-0.444120823465489,-1.83976053994277,-0.62310885565511,0.31422160061551,-1.14848090909434,0.252044873763848,5,5
idw4,Mandena,6,Jun,2018-2022,2008-2012,rh_mean,86.2027481701347,85.9744321329345,0.228316037200145,0.265562716188832,0.119998874231959,0.839838295347189,-1.76720777331608,2.09432974860363,5,5
idw4,Mandena,6,Jun,2018-2022,2008-2012,vpd_kpa,0.353364557278715,0.374012021829721,-0.0206474645510061,-5.52053499510411,-0.374192429419897,0.53772516092161,-0.0775477247230386,0.0349737760131409,5,5
idw4,Mandena,6,Jun,2018-2022,2008-2012,ssrd_MJ_day,1.34215628591365e-05,1.90425066067983e-05,-5.62094374766178e-06,-29.5178773662868,-0.851671280740974,0.189639792294379,-1.23401531537051e-05,9.88592026407094e-07,5,5
idw4,Mandena,6,Jun,2018-2022,2008-2012,wbgt28_h,0,0,0,,,,0,0,5,5
idw4,Mandena,6,Jun,2018-2022,2008-2012,wbgt31_h,0,0,0,,,,0,0,5,5
idw4,Mandena,6,Jun,2018-2022,2008-2012,hot35_h,0,0,0,,,,0,0,5,5
idw4,Mandena,6,Jun,2018-2022,2003-2007,tmean_c,19.650672047901,19.1858971054685,0.464774942432527,2.42248220074136,0.949951094586077,0.138988264336627,-0.00653950847986606,0.97027604195588,5,5
idw4,Mandena,6,Jun,2018-2022,2003-2007,tmax_c,23.6960220822685,23.3720177074323,0.324004374836232,1.38629184220239,0.526630571813197,0.385984006102693,-0.25397626995834,0.973964371796436,5,5
idw4,Mandena,6,Jun,2018-2022,2003-2007,rh_mean,86.2027481701347,86.1074380496386,0.0953101204960518,0.110687441938649,0.079475049226291,0.893387188141754,-1.09259521623852,1.28367446533819,5,5
idw4,Mandena,6,Jun,2018-2022,2003-2007,vpd_kpa,0.353364557278715,0.351729701757141,0.00163485552157394,0.464804511363889,0.0531346583328727,0.928275406283721,-0.0285809527146088,0.0328907074676384,5,5
idw4,Mandena,6,Jun,2018-2022,2003-2007,ssrd_MJ_day,1.34215628591365e-05,1.35888325142732e-05,-1.67269655136728e-07,-1.23093470289691,-0.0445682394210803,0.939745700947405,-3.92653849296885e-06,3.5515447725314e-06,5,5
idw4,Mandena,6,Jun,2018-2022,2003-2007,wbgt28_h,0,0,0,,,,0,0,5,5
idw4,Mandena,6,Jun,2018-2022,2003-2007,wbgt31_h,0,0,0,,,,0,0,5,5
idw4,Mandena,6,Jun,2018-2022,2003-2007,hot35_h,0,0,0,,,,0,0,5,5
idw4,Mandena,7,Jul,2018-2022,2013-2017,tmean_c,18.6189094901458,18.9183553922587,-0.299445902112883,-1.58283262949704,-0.46761353360285,0.437178262401858,-0.94314961747169,0.313243763574334,5,5
idw4,Mandena,7,Jul,2018-2022,2013-2017,tmax_c,22.5240471050646,23.1488142742444,-0.624767169179815,-2.69891650508829,-0.930118994877336,0.142633516769332,-1.29933860512193,0.0623989478588115,5,5
idw4,Mandena,7,Jul,2018-2022,2013-2017,rh_mean,86.2129244655167,84.7790795733362,1.43384489218049,1.69127206782208,0.864267367336181,0.178293172196869,-0.240801200688115,2.96967949827908,5,5
idw4,Mandena,7,Jul,2018-2022,2013-2017,vpd_kpa,0.331813134253182,0.375686359074141,-0.0438732248209591,-11.6781522036313,-1.00252195009824,0.120944843278687,-0.0855008540744401,0.000335179606082208,5,5
idw4,Mandena,7,Jul,2018-2022,2013-2017,ssrd_MJ_day,8.01615076466516e-06,8.01505491844342e-06,1.09584622173739e-09,0.013672348260718,0.000111946456837482,0.999849522539592,-1.00657423635175e-05,9.76057145952618e-06,5,5
idw4,Mandena,7,Jul,2018-2022,2013-2017,wbgt28_h,0,0,0,,,,0,0,5,5
idw4,Mandena,7,Jul,2018-2022,2013-2017,wbgt31_h,0,0,0,,,,0,0,5,5
idw4,Mandena,7,Jul,2018-2022,2013-2017,hot35_h,0,0,0,,,,0,0,5,5
idw4,Mandena,7,Jul,2018-2022,2008-2012,tmean_c,18.6189094901458,18.6525451894284,-0.033635699282577,-0.180327665425738,-0.0579148250729844,0.922103972123994,-0.629297315605273,0.541904110984572,5,5
idw4,Mandena,7,Jul,2018-2022,2008-2012,tmax_c,22.5240471050646,22.9618144119941,-0.437767306929551,-1.90650137256088,-0.678341317893613,0.270529428803509,-1.08483976211563,0.21310526824757,5,5
