scheme,village,month,month_lab,period_recent,period_base,variable,mean_recent,mean_base,delta,pct_change,p_welch,hedges_g,ci_low,ci_high,n_recent,n_base
nearest1,Mandena,1,Jan,2018-2022,2003-2007,tmax_c,28.4716129032258,28.0309677419355,0.440645161290323,1.5719941078991,0.283138210674212,0.662783850624903,-0.2225,1.10054838709677,5,5
nearest1,Mandena,1,Jan,2018-2022,2003-2007,tmin_c,20.458064516129,20.1225806451613,0.335483870967739,1.66720102596985,0.151554035680274,0.906426493496137,-0.0393548387096806,0.704467741935483,5,5
nearest1,Mandena,1,Jan,2018-2022,2003-2007,rh_mean,87.9300221432978,89.6971690041924,-1.76714686089461,-1.97012556863642,0.198954256493854,-0.820108388714394,-4.04303095810105,0.0678796259613619,5,5
nearest1,Mandena,1,Jan,2018-2022,2003-2007,vpd_kpa,0.412160441490916,0.345445233794821,0.0667152076960949,19.3128175378794,0.200187795785927,0.824715325611768,-0.00743972738808457,0.158847176419156,5,5
nearest1,Mandena,1,Jan,2018-2022,2003-2007,ssrd_MJ_day,1.34e-05,2.04e-05,-6.99999999999998e-06,-34.313725490196,0.386188978155394,-0.525424230167936,-2.1e-05,6.00000000000014e-06,5,5
nearest1,Mandena,1,Jan,2018-2022,2003-2007,wbgt28_h,13,10,3,30,0.530548523063358,0.374864612675808,-4.2,11.4,5,5
nearest1,Mandena,1,Jan,2018-2022,2003-2007,wbgt31_h,0,0.2,-0.2,-100,0.373900966300059,-0.571250157965901,-0.6,0,5,5
nearest1,Mandena,1,Jan,2018-2022,2003-2007,hot35_h,0,0,0,,,,0,0,5,5
nearest1,Mandena,2,Feb,2018-2022,2013-2017,tmean_c,23.8523563218391,23.7728807471264,0.0794755747126459,0.334311922724185,0.722909519092823,0.211452460445732,-0.31494096366995,0.433611068349757,5,5
nearest1,Mandena,2,Feb,2018-2022,2013-2017,tmax_c,29.0100492610837,28.5837684729064,0.426280788177341,1.49133865459832,0.316627475030104,0.614437285809456,-0.263768472906406,1.10924568965517,5,5
nearest1,Mandena,2,Feb,2018-2022,2013-2017,tmin_c,20.3150985221675,20.3706157635468,-0.0555172413793095,-0.272535901829033,0.758231349564469,-0.181978841688315,-0.371206280788177,0.259333128078816,5,5
nearest1,Mandena,2,Feb,2018-2022,2013-2017,rh_mean,87.0976290023775,89.2135153096366,-2.11588630725903,-2.37171049690773,0.0703859060148944,-1.20131126900203,-3.99976067662868,-0.471595672825444,5,5
nearest1,Mandena,2,Feb,2018-2022,2013-2017,vpd_kpa,0.448559835768364,0.3745735828261,0.0739862529422647,19.752127842025,0.102897447409817,1.05691499106935,0.00879853892080786,0.15045520244237,5,5
nearest1,Mandena,2,Feb,2018-2022,2013-2017,ssrd_MJ_day,7.80000000000008e-06,4.99999999999993e-06,2.80000000000015e-06,56.0000000000038,0.473681184605112,0.429948382515947,-3.79999999999983e-06,9.60000000000016e-06,5,5
nearest1,Mandena,2,Feb,2018-2022,2013-2017,wbgt28_h,10.4,10.6,-0.199999999999999,-1.88679245283018,0.943750694306435,-0.0416626997174334,-5.2,4,5,5
nearest1,Mandena,2,Feb,2018-2022,2013-2017,wbgt31_h,0,0,0,,,,0,0,5,5
nearest1,Mandena,2,Feb,2018-2022,2013-2017,hot35_h,0,0,0,,,,0,0,5,5
nearest1,Mandena,2,Feb,2018-2022,2008-2012,tmean_c,23.8523563218391,23.6273409277504,0.225015394088672,0.952351746972891,0.305770154356385,0.632053012089179,-0.128313167077172,0.579980398193761,5,5
nearest1,Mandena,2,Feb,2018-2022,2008-2012,tmax_c,29.0100492610837,28.5304926108374,0.479556650246305,1.6808565375564,0.189004674180981,0.820324678015196,-0.0396631773399021,1.11409298029556,5,5
nearest1,Mandena,2,Feb,2018-2022,2008-2012,tmin_c,20.3150985221675,20.1709113300493,0.144187192118228,0.714827355883655,0.571821696653757,0.339757008983049,-0.302317118226601,0.539525862068967,5,5
nearest1,Mandena,2,Feb,2018-2022,2008-2012,rh_mean,87.0976290023775,88.1346711833655,-1.03704218098794,-1.17665632272044,0.268167230028602,-0.713876518968346,-2.53125301548624,0.261288462249908,5,5
nearest1,Mandena,2,Feb,2018-2022,2008-2012,vpd_kpa,0.448559835768364,0.402897631389931,0.045662204378433,11.3334506884307,0.224648145345637,0.788759374423647,-0.00535373858390785,0.108761493356562,5,5
nearest1,Mandena,2,Feb,2018-2022,2008-2012,ssrd_MJ_day,7.80000000000008e-06,9.80000000000006e-06,-1.99999999999998e-06,-20.4081632653058,0.713449273891431,-0.218742990830668,-1.16e-05,6.20000000000002e-06,5,5
nearest1,Mandena,2,Feb,2018-2022,2008-2012,wbgt28_h,10.4,12.8,-2.4,-18.75,0.433997054834821,-0.473040071737377,-7.2,2.79499999999998,5,5
nearest1,Mandena,2,Feb,2018-2022,2008-2012,wbgt31_h,0,0.2,-0.2,-100,0.373900966300059,-0.571250157965901,-0.6,0,5,5
nearest1,Mandena,2,Feb,2018-2022,2008-2012,hot35_h,0,0,0,,,,0,0,5,5
nearest1,Mandena,2,Feb,2018-2022,2003-2007,tmean_c,23.8523563218391,23.6097803776683,0.242575944170774,1.02743837634432,0.333313210888889,0.599330078794312,-0.147206742610836,0.633736658456488,5,5
nearest1,Mandena,2,Feb,2018-2022,2003-2007,tmax_c,29.0100492610837,28.6150738916256,0.394975369458127,1.38030525783028,0.403637615869437,0.509603088811818,-0.327826970443348,1.18858312807882,5,5
nearest1,Mandena,2,Feb,2018-2022,2003-2007,tmin_c,20.3150985221675,20.1517487684729,0.163349753694583,0.810598403003816,0.302195185258606,0.640662732207627,-0.0853158866995047,0.424480295566504,5,5
nearest1,Mandena,2,Feb,2018-2022,2003-2007,rh_mean,87.0976290023775,89.0565497974443,-1.95892079506672,-2.19963697170192,0.153442038858617,-0.904255312172798,-4.00643140971108,0.276538725278357,5,5
nearest1,Mandena,2,Feb,2018-2022,2003-2007,vpd_kpa,0.448559835768364,0.377763770629964,0.0707960651383999,18.7408297572685,0.168505382300667,0.866098200839137,-0.00982512528131747,0.153499572856277,5,5
nearest1,Mandena,2,Feb,2018-2022,2003-2007,ssrd_MJ_day,7.80000000000008e-06,6.20000000000009e-06,1.59999999999999e-06,25.8064516129026,0.651182726605876,0.269758645193591,-3.80000000000014e-06,7.79999999999993e-06,5,5
nearest1,Mandena,2,Feb,2018-2022,2003-2007,wbgt28_h,10.4,13.4,-3,-22.3880597014925,0.606533863589176,-0.314357036064574,-12,6.8,5,5
nearest1,Mandena,2,Feb,2018-2022,2003-2007,wbgt31_h,0,0,0,,,,0,0,5,5
nearest1,Mandena,2,Feb,2018-2022,2003-2007,hot35_h,0,0,0,,,,0,0,5,5
nearest1,Mandena,3,Mar,2018-2022,2013-2017,tmean_c,23.5779301075269,23.5833602150538,-0.00543010752688033,-0.0230251646812153,0.980698613550276,-0.01441224546979,-0.421144489247312,0.350962365591398,5,5
nearest1,Mandena,3,Mar,2018-2022,2013-2017,tmax_c,28.2535483870968,28.0838709677419,0.169677419354837,0.604181024580743,0.609870271421744,0.303898059486553,-0.394822580645161,0.721161290322581,5,5
nearest1,Mandena,3,Mar,2018-2022,2013-2017,tmin_c,20.4341935483871,20.3174193548387,0.116774193548387,0.574749142639402,0.624384621660551,0.293049620421031,-0.295419354838711,0.494193548387095,5,5
nearest1,Mandena,3,Mar,2018-2022,2013-2017,rh_mean,88.2289920648904,87.7457553472316,0.483236717658826,0.550723753811839,0.34430093801956,0.597002654263493,-0.399806283369498,1.17394993060047,5,5
nearest1,Mandena,3,Mar,2018-2022,2013-2017,vpd_kpa,0.393905991709142,0.408930014963548,-0.0150240232544057,-3.67398398372516,0.446394212487669,-0.468037228531087,-0.0460096201226781,0.0181074009833068,5,5
nearest1,Mandena,3,Mar,2018-2022,2013-2017,ssrd_MJ_day,-5.59999999999996e-06,-7.39999999999999e-06,1.80000000000004e-06,-24.3243243243249,0.784484470385682,0.164609617496316,-8.79999999999998e-06,1.3e-05,5,5
nearest1,Mandena,3,Mar,2018-2022,2013-2017,wbgt28_h,9.4,6,3.4,56.6666666666667,0.227618019789777,0.747019437340024,-1,8,5,5
nearest1,Mandena,3,Mar,2018-2022,2013-2017,wbgt31_h,0,0,0,,,,0,0,5,5
nearest1,Mandena,3,Mar,2018-2022,2013-2017,hot35_h,0,0,0,,,,0,0,5,5
nearest1,Mandena,3,Mar,2018-2022,2008-2012,tmean_c,23.5779301075269,23.2112903225806,0.366639784946237,1.57957519746138,0.163851897769868,0.912993819648471,-0.0669455645161276,0.767991263440861,5,5
nearest1,Mandena,3,Mar,2018-2022,2008-2012,tmax_c,28.2535483870968,27.8451612903226,0.408387096774195,1.4666357738647,0.342361553346585,0.578612894990819,-0.278709677419357,1.07351612903226,5,5
nearest1,Mandena,3,Mar,2018-2022,2008-2012,tmin_c,20.4341935483871,19.9322580645161,0.501935483870966,2.51820682958407,0.0571774281772648,1.30218531173645,0.0606612903225789,0.839354838709674,5,5
nearest1,Mandena,3,Mar,2018-2022,2008-2012,rh_mean,88.2289920648904,88.7784716498185,-0.549479584928051,-0.618933368323169,0.255829918416866,-0.730627479133477,-1.34591880379492,0.12637251570868,5,5
nearest1,Mandena,3,Mar,2018-2022,2008-2012,vpd_kpa,0.393905991709142,0.369232041750691,0.0246739499584511,6.68250508310739,0.0724611360607165,1.18851622117882,0.00477038960164107,0.0462775777500769,5,5
nearest1,Mandena,3,Mar,2018-2022,2008-2012,ssrd_MJ_day,-5.59999999999996e-06,1.60000000000007e-06,-7.20000000000002e-06,-449.999999999983,0.348120590084436,-0.573021480536325,-1.87950000000001e-05,5.80000000000011e-06,5,5
nearest1,Mandena,3,Mar,2018-2022,2008-2012,wbgt28_h,9.4,6,3.4,56.6666666666667,0.478527861076659,0.434735375986859,-5.19499999999999,9.99499999999998,5,5
nearest1,Mandena,3,Mar,2018-2022,2008-2012,wbgt31_h,0,0,0,,,,0,0,5,5
nearest1,Mandena,3,Mar,2018-2022,2008-2012,hot35_h,0,0,0,,,,0,0,5,5
nearest1,Mandena,3,Mar,2018-2022,2003-2007,tmean_c,23.5779301075269,23.3116666666667,0.266263440860214,1.14218963692092,0.180958140804213,0.850433824072176,-0.0771424731182805,0.557135080645166,5,5
nearest1,Mandena,3,Mar,2018-2022,2003-2007,tmax_c,28.2535483870968,27.8529032258065,0.400645161290321,1.43843231724265,0.37427457189578,0.540514761185756,-0.388354838709679,1.08506451612903,5,5
nearest1,Mandena,3,Mar,2018-2022,2003-2007,tmin_c,20.4341935483871,20.0038709677419,0.430322580645161,2.15119654260465,0.0199716219309346,1.90173482326147,0.185838709677417,0.646451612903228,5,5
nearest1,Mandena,3,Mar,2018-2022,2003-2007,rh_mean,88.2289920648904,88.2926620591579,-0.0636699942674852,-0.0721124414901263,0.860039999784467,-0.105284446392614,-0.634343294123937,0.563192662080326,5,5
nearest1,Mandena,3,Mar,2018-2022,2003-2007,vpd_kpa,0.393905991709142,0.388780877830788,0.00512511387835463,1.31825256091563,0.687423921737053,0.238943821036678,-0.0149746254163625,0.0270018474133387,5,5
nearest1,Mandena,3,Mar,2018-2022,2003-2007,ssrd_MJ_day,-5.59999999999996e-06,-2.4e-06,-3.19999999999995e-06,133.333333333331,0.655009046992279,-0.267153339156936,-1.51999999999999e-05,9e-06,5,5
nearest1,Mandena,3,Mar,2018-2022,2003-2007,wbgt28_h,9.4,6.4,3,46.875,0.230376139858542,0.743005060596691,-1,7,5,5
nearest1,Mandena,3,Mar,2018-2022,2003-2007,wbgt31_h,0,0,0,,,,0,0,5,5
nearest1,Mandena,3,Mar,2018-2022,2003-2007,hot35_h,0,0,0,,,,0,0,5,5
nearest1,Mandena,4,Apr,2018-2022,2013-2017,tmean_c,22.8799444444444,22.7354444444444,0.144500000000001,0.635571476744587,0.560581459405077,0.352887104267733,-0.210414583333334,0.582963194444443,5,5
nearest1,Mandena,4,Apr,2018-2022,2013-2017,tmax_c,27.15,27.1606666666667,-0.010666666666669,-0.039272477356971,0.968620163037421,-0.0232410587693171,-0.462650000000001,0.443266666666665,5,5
nearest1,Mandena,4,Apr,2018-2022,2013-2017,tmin_c,19.942,19.3473333333333,0.594666666666665,3.07363633231108,0.0568915295343711,1.2718822444002,0.130716666666663,1.09723333333333,5,5
nearest1,Mandena,4,Apr,2018-2022,2013-2017,rh_mean,88.0905575067069,86.4727405644081,1.61781694229877,1.8708981948985,0.0118466347174518,1.8520395427486,0.794082250631565,2.56242414556398,5,5
nearest1,Mandena,4,Apr,2018-2022,2013-2017,vpd_kpa,0.374631692610043,0.426207211073378,-0.0515755184633351,-12.1010431366108,0.0205410588141044,-1.64479317203765,-0.0864266872796566,-0.0231392653891088,5,5
nearest1,Mandena,4,Apr,2018-2022,2013-2017,ssrd_MJ_day,-5.2000000000001e-06,-6.60000000000004e-06,1.39999999999994e-06,-21.2121212121202,0.822023791773103,0.13422709537692,-8.19500000000001e-06,1.26e-05,5,5
nearest1,Mandena,4,Apr,2018-2022,2013-2017,wbgt28_h,0.6,0.2,0.4,200,0.242875612150283,0.72258064516129,-0.2,0.8,5,5
nearest1,Mandena,4,Apr,2018-2022,2013-2017,wbgt31_h,0,0,0,,,,0,0,5,5
nearest1,Mandena,4,Apr,2018-2022,2013-2017,hot35_h,0,0,0,,,,0,0,5,5
nearest1,Mandena,4,Apr,2018-2022,2008-2012,tmean_c,22.8799444444444,22.6125555555556,0.267388888888888,1.18247974330878,0.306614763282473,0.637187819508588,-0.0812756944444485,0.721413194444444,5,5
nearest1,Mandena,4,Apr,2018-2022,2008-2012,tmax_c,27.15,26.9146666666667,0.235333333333333,0.874368374120677,0.3362164130259,0.609550960777039,-0.0732999999999973,0.665149999999999,5,5
nearest1,Mandena,4,Apr,2018-2022,2008-2012,tmin_c,19.942,19.442,0.5,2.57175187737887,0.185570925285268,0.8359491864569,-0.0466500000000001,1.14436666666666,5,5
nearest1,Mandena,4,Apr,2018-2022,2008-2012,rh_mean,88.0905575067069,88.1456093561537,-0.0550518494467553,-0.0624555775935674,0.94479505631041,-0.0412439111975027,-1.24271472698212,1.41850329047891,5,5
nearest1,Mandena,4,Apr,2018-2022,2008-2012,vpd_kpa,0.374631692610043,0.370022241603114,0.0046094510069285,1.24572268600886,0.856735796143102,0.107228017393985,-0.0401246895524525,0.0449015519664578,5,5
nearest1,Mandena,4,Apr,2018-2022,2008-2012,ssrd_MJ_day,-5.2000000000001e-06,-1.40000000000001e-06,-3.80000000000009e-06,271.428571428576,0.585941718766538,-0.325044259441456,-1.52000000000001e-05,8.79999999999984e-06,5,5
nearest1,Mandena,4,Apr,2018-2022,2008-2012,wbgt28_h,0.6,1,-0.4,-40,0.644182920260308,-0.281264134664808,-1.99499999999999,0.8,5,5
nearest1,Mandena,4,Apr,2018-2022,2008-2012,wbgt31_h,0,0,0,,,,0,0,5,5
nearest1,Mandena,4,Apr,2018-2022,2008-2012,hot35_h,0,0,0,,,,0,0,5,5
nearest1,Mandena,4,Apr,2018-2022,2003-2007,tmean_c,22.8799444444444,22.4707777777778,0.409166666666668,1.82088341895895,0.201738613349979,0.79459530643959,-0.0969638888888904,0.963775694444445,5,5
nearest1,Mandena,4,Apr,2018-2022,2003-2007,tmax_c,27.15,26.78,0.369999999999997,1.3816280806572,0.307638400000008,0.624688120042316,-0.201333333333334,0.985866666666667,5,5
nearest1,Mandena,4,Apr,2018-2022,2003-2007,tmin_c,19.942,19.2086666666667,0.733333333333334,3.81772116752855,0.0283372907309481,1.52596252405394,0.258033333333333,1.22531666666666,5,5
nearest1,Mandena,4,Apr,2018-2022,2003-2007,rh_mean,88.0905575067069,87.4783537164837,0.612203790223191,0.699834603892222,0.393314110799379,0.521519707361614,-0.586400376881221,1.75143848491864,5,5
nearest1,Mandena,4,Apr,2018-2022,2003-2007,vpd_kpa,0.374631692610043,0.390830813004244,-0.0161991203942011,-4.14479100807877,0.487283486513814,-0.418171980120723,-0.0575167980354845,0.0205602983697908,5,5
nearest1,Mandena,4,Apr,2018-2022,2003-2007,ssrd_MJ_day,-5.2000000000001e-06,-2.60000000000005e-06,-2.60000000000005e-06,99.9999999999998,0.72732328811939,-0.206364410528525,-1.42e-05,1.08e-05,5,5
nearest1,Mandena,4,Apr,2018-2022,2003-2007,wbgt28_h,0.6,0,0.6,,0.0704839969102199,1.39927140250074,0.2,1,5,5
nearest1,Mandena,4,Apr,2018-2022,2003-2007,wbgt31_h,0,0,0,,,,0,0,5,5
nearest1,Mandena,4,Apr,2018-2022,2003-2007,hot35_h,0,0,0,,,,0,0,5,5
nearest1,Mandena,5,May,2018-2022,2013-2017,tmean_c,21.2318548387097,21.1087365591398,0.123118279569891,0.583257454679741,0.629073162918401,0.29034487929581,-0.285323924731179,0.556264784946238,5,5
nearest1,Mandena,5,May,2018-2022,2013-2017,tmax_c,25.5774193548387,25.36,0.217419354838711,0.857331840846652,0.282774101195018,0.680783433369623,-0.0741935483870968,0.552838709677421,5,5
nearest1,Mandena,5,May,2018-2022,2013-2017,tmin_c,17.8096774193548,17.7122580645161,0.0974193548387099,0.550010927369419,0.812430051684107,0.140950507143354,-0.519935483870964,0.881145161290324,5,5
nearest1,Mandena,5,May,2018-2022,2013-2017,rh_mean,86.6229781990256,86.2865276134835,0.336450585542067,0.389922499893821,0.756228406433234,0.185244429371364,-1.38626926498995,2.27025801242391,5,5
nearest1,Mandena,5,May,2018-2022,2013-2017,vpd_kpa,0.384993686969979,0.389913932247611,-0.00492024527763141,-1.26187983313888,0.857848787529846,-0.1063313310163,-0.0514189073846621,0.0403451196863956,5,5
nearest1,Mandena,5,May,2018-2022,2013-2017,ssrd_MJ_day,1.48e-05,1.68e-05,-1.99999999999997e-06,-11.9047619047617,0.729483742848322,-0.204605956803482,-1.22e-05,8.20000000000014e-06,5,5
nearest1,Mandena,5,May,2018-2022,2013-2017,wbgt28_h,0.2,0,0.2,,0.373900966300059,0.571250157965901,0,0.6,5,5
nearest1,Mandena,5,May,2018-2022,2013-2017,wbgt31_h,0,0,0,,,,0,0,5,5
nearest1,Mandena,5,May,2018-2022,2013-2017,hot35_h,0,0,0,,,,0,0,5,5
nearest1,Mandena,5,May,2018-2022,2008-2012,tmean_c,21.2318548387097,21.2747580645161,-0.0429032258064517,-0.201662579082436,0.873980602017712,-0.0946631697516619,-0.465036962365594,0.418699596774193,5,5
nearest1,Mandena,5,May,2018-2022,2008-2012,tmax_c,25.5774193548387,25.921935483871,-0.344516129032257,-1.32905249010677,0.278468108452706,-0.702315541805572,-0.802483870967744,0.153548387096777,5,5
nearest1,Mandena,5,May,2018-2022,2008-2012,tmin_c,17.8096774193548,17.5632258064516,0.246451612903226,1.40322521397348,0.514944501676643,0.390906151796806,-0.350951612903226,0.932887096774194,5,5
nearest1,Mandena,5,May,2018-2022,2008-2012,rh_mean,86.6229781990256,85.5332297838761,1.08974841514944,1.27406438164793,0.312088855771102,0.625875953818446,-0.786048908422755,2.69491317000002,5,5
nearest1,Mandena,5,May,2018-2022,2008-2012,vpd_kpa,0.384993686969979,0.427044125783277,-0.042050438813297,-9.84686037682145,0.203759328387147,-0.812581110446089,-0.0889833284550629,0.0190043309812966,5,5
nearest1,Mandena,5,May,2018-2022,2008-2012,ssrd_MJ_day,1.48e-05,1.4e-05,7.9999999999995e-07,5.71428571428534,0.877217085707994,0.0913269928815152,-7.60000000000006e-06,1.01949999999998e-05,5,5
nearest1,Mandena,5,May,2018-2022,2008-2012,wbgt28_h,0.2,0,0.2,,0.373900966300059,0.571250157965901,0,0.6,5,5
nearest1,Mandena,5,May,2018-2022,2008-2012,wbgt31_h,0,0,0,,,,0,0,5,5
nearest1,Mandena,5,May,2018-2022,2008-2012,hot35_h,0,0,0,,,,0,0,5,5
nearest1,Mandena,5,May,2018-2022,2003-2007,tmean_c,21.2318548387097,21.1760215053763,0.0558333333333323,0.263662998827031,0.861033405849071,0.104983315807839,-0.420356854838711,0.640575940860211,5,5
nearest1,Mandena,5,May,2018-2022,2003-2007,tmax_c,25.5774193548387,25.4270967741935,0.150322580645163,0.591190500355229,0.612322890789282,0.310332768844935,-0.342516129032259,0.641209677419354,5,5
nearest1,Mandena,5,May,2018-2022,2003-2007,tmin_c,17.8096774193548,17.8258064516129,-0.0161290322580641,-0.0904813608396645,0.97077958127442,-0.0217582245283374,-0.648161290322577,0.759951612903227,5,5
nearest1,Mandena,5,May,2018-2022,2003-2007,rh_mean,86.6229781990256,87.4160160831803,-0.7930378841547,-0.907199755477404,0.407188196169432,-0.503347870037012,-2.19681740499327,0.880861921906057,5,5
nearest1,Mandena,5,May,2018-2022,2003-2007,vpd_kpa,0.384993686969979,0.360938504945448,0.0240551820245312,6.66462061956146,0.268612139999966,0.679200506169038,-0.0147267910437499,0.0568883842600824,5,5
nearest1,Mandena,5,May,2018-2022,2003-2007,ssrd_MJ_day,1.48e-05,1.28e-05,2.00000000000001e-06,15.6250000000002,0.731929029236695,0.202665293694377,-7.40000000000001e-06,1.24e-05,5,5
nearest1,Mandena,5,May,2018-2022,2003-2007,wbgt28_h,0.2,0,0.2,,0.373900966300059,0.571250157965901,0,0.6,5,5
nearest1,Mandena,5,May,2018-2022,2003-2007,wbgt31_h,0,0,0,,,,0,0,5,5
nearest1,Mandena,5,May,2018-2022,2003-2007,hot35_h,0,0,0,,,,0,0,5,5
nearest1,Mandena,6,Jun,2018-2022,2013-2017,tmean_c,19.4229444444444,19.5589722222222,-0.13602777777778,-0.695475080348191,0.699267898471757,-0.231119579783496,-0.742383333333337,0.454381944444444,5,5
nearest1,Mandena,6,Jun,2018-2022,2013-2017,tmax_c,23.5306666666667,23.6306666666667,-0.100000000000001,-0.423178920047402,0.826086296408334,-0.13096809855119,-0.890666666666668,0.590499999999997,5,5
nearest1,Mandena,6,Jun,2018-2022,2013-2017,tmin_c,16.1906666666667,16.3193333333333,-0.128666666666668,-0.788430899955069,0.735105537221185,-0.200404046781958,-0.761233333333333,0.532649999999999,5,5
nearest1,Mandena,6,Jun,2018-2022,2013-2017,rh_mean,86.7137155676442,86.1968565519239,0.516859015720328,0.599626293110792,0.531174413318023,0.373870474616268,-0.897426587885198,1.93093175359979,5,5
nearest1,Mandena,6,Jun,2018-2022,2013-2017,vpd_kpa,0.335766534883698,0.355539506208723,-0.0197729713250251,-5.56139921998351,0.410359989542366,-0.498955770095164,-0.0617391729606251,0.0162802474481499,5,5
