scheme,village,month,month_lab,period_recent,period_base,variable,mean_recent,mean_base,delta,pct_change,p_welch,hedges_g,ci_low,ci_high,n_recent,n_base
idw4,Sarahandrano,1,Jan,2018-2022,2013-2017,ssrd_MJ_day,1.59046358932539e-05,1.59298267790747e-05,-2.51908858207852e-08,-0.158136596022976,0.994621367558972,-0.00397330550514728,-6.76399621880874e-06,6.28795624930076e-06,5,5
idw4,Sarahandrano,1,Jan,2018-2022,2013-2017,wbgt28_h,1.2,0.4,0.8,200,0.117412152567248,1.0218833482954,0,1.6,5,5
idw4,Sarahandrano,1,Jan,2018-2022,2013-2017,wbgt31_h,0,0,0,,,,0,0,5,5
idw4,Sarahandrano,1,Jan,2018-2022,2013-2017,hot35_h,0,0,0,,,,0,0,5,5
idw4,Sarahandrano,1,Jan,2018-2022,2008-2012,tmean_c,22.7568998061473,22.5002831633286,0.256616642818685,1.1405040592419,0.213740341542556,0.778598132367159,-0.0769149689138742,0.579168657369351,5,5
idw4,Sarahandrano,1,Jan,2018-2022,2008-2012,tmax_c,27.3194605995977,27.4131058177183,-0.0936452181205993,-0.341607473240307,0.776799180073666,-0.167837984846306,-0.623679899372348,0.470193784415603,5,5
idw4,Sarahandrano,1,Jan,2018-2022,2008-2012,tmin_c,19.5814936235321,19.2438339249921,0.337659698539945,1.75463839407501,0.111896491219548,1.03270704881541,0.0141491602762994,0.646019704815409,5,5
idw4,Sarahandrano,1,Jan,2018-2022,2008-2012,rh_mean,87.9150874038512,88.9648647879964,-1.04977738414519,-1.17999098480823,0.431022002625103,-0.475714525176962,-3.33104757759911,1.13302890308878,5,5
idw4,Sarahandrano,1,Jan,2018-2022,2008-2012,vpd_kpa,0.387889615656064,0.354650052459806,0.0332395631962583,9.37249634272236,0.471778109027334,0.434613346085303,-0.0403663949672447,0.111762816897579,5,5
idw4,Sarahandrano,1,Jan,2018-2022,2008-2012,ssrd_MJ_day,1.59046358932539e-05,1.78576535082848e-05,-1.95301761503095e-06,-10.936585896489,0.632919943823851,-0.283712082876902,-8.95681179383481e-06,4.90403084449491e-06,5,5
idw4,Sarahandrano,1,Jan,2018-2022,2008-2012,wbgt28_h,1.2,0.4,0.8,200,0.117412152567248,1.0218833482954,0,1.6,5,5
idw4,Sarahandrano,1,Jan,2018-2022,2008-2012,wbgt31_h,0,0,0,,,,0,0,5,5
idw4,Sarahandrano,1,Jan,2018-2022,2008-2012,hot35_h,0,0,0,,,,0,0,5,5
idw4,Sarahandrano,1,Jan,2018-2022,2003-2007,tmean_c,22.7568998061473,22.4076605160492,0.349239290098065,1.55857096214006,0.105087401462903,1.05792994990289,0.03054665903269,0.675979136994852,5,5
idw4,Sarahandrano,1,Jan,2018-2022,2003-2007,tmax_c,27.3194605995977,26.9025247986749,0.4169358009229,1.54980175296944,0.293336057567533,0.650610890988623,-0.231231648048976,1.08451706406109,5,5
idw4,Sarahandrano,1,Jan,2018-2022,2003-2007,tmin_c,19.5814936235321,19.292397240793,0.289096382739043,1.49849901560061,0.201996885489545,0.794256977642329,-0.0861077072121302,0.653415285236721,5,5
idw4,Sarahandrano,1,Jan,2018-2022,2003-2007,rh_mean,87.9150874038512,89.8339937032632,-1.91890629941197,-2.13605810040066,0.145229829297561,-0.951252901552073,-3.96369165739789,-0.051866183006817,5,5
idw4,Sarahandrano,1,Jan,2018-2022,2003-2007,vpd_kpa,0.387889615656064,0.320484653962269,0.0674049616937954,21.0321963502599,0.150972949771999,0.940289140004892,0.00379059895903746,0.144497053443816,5,5
idw4,Sarahandrano,1,Jan,2018-2022,2003-2007,ssrd_MJ_day,1.59046358932539e-05,1.61157679951951e-05,-2.11132101941211e-07,-1.31009643477221,0.968207292435378,-0.0236477727759374,-9.24052017425735e-06,8.67295307235251e-06,5,5
idw4,Sarahandrano,1,Jan,2018-2022,2003-2007,wbgt28_h,1.2,0.6,0.6,100,0.425407072770456,0.48472183254189,-0.8,1.6,5,5
idw4,Sarahandrano,1,Jan,2018-2022,2003-2007,wbgt31_h,0,0,0,,,,0,0,5,5
idw4,Sarahandrano,1,Jan,2018-2022,2003-2007,hot35_h,0,0,0,,,,0,0,5,5
idw4,Sarahandrano,2,Feb,2018-2022,2013-2017,tmean_c,22.8254535438497,22.7945881354677,0.0308654083820059,0.135406738645917,0.881664184165858,0.0883188365865989,-0.335110706899294,0.370861667439488,5,5
idw4,Sarahandrano,2,Feb,2018-2022,2013-2017,tmax_c,27.7607027617194,27.4705118030987,0.290190958620659,1.05637259582446,0.442740166273592,0.464559005989404,-0.369358307278477,0.871682539889295,5,5
idw4,Sarahandrano,2,Feb,2018-2022,2013-2017,tmin_c,19.4773341024434,19.5111600872101,-0.0338259847667075,-0.173367368293396,0.847932507679423,-0.113154163575572,-0.331156281999622,0.260051762284132,5,5
idw4,Sarahandrano,2,Feb,2018-2022,2013-2017,rh_mean,87.176279877645,88.996963495643,-1.82068361799799,-2.04578172837,0.160893889190931,-0.898583418293298,-3.98420190504377,0.0276912962768705,5,5
idw4,Sarahandrano,2,Feb,2018-2022,2013-2017,vpd_kpa,0.417502752092048,0.359329055808937,0.0581736962831115,16.1895330596487,0.200900596156736,0.803421158222833,-0.0094968013988135,0.136154314159741,5,5
idw4,Sarahandrano,2,Feb,2018-2022,2013-2017,ssrd_MJ_day,8.96042820907021e-06,5.05010672375603e-06,3.91032148531418e-06,77.4304722496216,0.174901244325234,0.87566233894495,-6.3419687035415e-07,8.36113260975413e-06,5,5
idw4,Sarahandrano,2,Feb,2018-2022,2013-2017,wbgt28_h,1.6,0.4,1.2,300,0.0394156735714352,1.46149131475903,0.4,2,5,5
idw4,Sarahandrano,2,Feb,2018-2022,2013-2017,wbgt31_h,0,0,0,,,,0,0,5,5
idw4,Sarahandrano,2,Feb,2018-2022,2013-2017,hot35_h,0,0,0,,,,0,0,5,5
idw4,Sarahandrano,2,Feb,2018-2022,2008-2012,tmean_c,22.8254535438497,22.5847991035233,0.24065444032632,1.06555935797001,0.271835748160281,0.683990921585938,-0.108618426645986,0.602926444965382,5,5
idw4,Sarahandrano,2,Feb,2018-2022,2008-2012,tmax_c,27.7607027617194,27.2574003370375,0.503302424681859,1.84647992273118,0.142751058700171,0.931034827630944,-0.0116672846578217,1.10552843079921,5,5
idw4,Sarahandrano,2,Feb,2018-2022,2008-2012,tmin_c,19.4773341024434,19.2983327738321,0.17900132861125,0.927548149931217,0.466728711048977,0.440597822643219,-0.262521430816838,0.551494325164536,5,5
idw4,Sarahandrano,2,Feb,2018-2022,2008-2012,rh_mean,87.176279877645,88.2700604240812,-1.09378054643626,-1.23912971304353,0.33385863611781,-0.615097086477,-3.11482643514286,0.38971064735944,5,5
idw4,Sarahandrano,2,Feb,2018-2022,2008-2012,vpd_kpa,0.417502752092048,0.373887801167755,0.0436149509242937,11.6652511229498,0.275250275244994,0.700055015423151,-0.0147442457152531,0.110294099899514,5,5
idw4,Sarahandrano,2,Feb,2018-2022,2008-2012,ssrd_MJ_day,8.96042820907021e-06,8.71966336724639e-06,2.40764841823821e-07,2.76117129393096,0.929107841775682,0.0528311500828939,-4.52272283887185e-06,4.80315911639652e-06,5,5
idw4,Sarahandrano,2,Feb,2018-2022,2008-2012,wbgt28_h,1.6,0.8,0.8,100,0.182421107918082,0.834364259990169,-0.2,1.8,5,5
idw4,Sarahandrano,2,Feb,2018-2022,2008-2012,wbgt31_h,0,0,0,,,,0,0,5,5
idw4,Sarahandrano,2,Feb,2018-2022,2008-2012,hot35_h,0,0,0,,,,0,0,5,5
idw4,Sarahandrano,2,Feb,2018-2022,2003-2007,tmean_c,22.8254535438497,22.6290062855994,0.196447258250295,0.86812145337248,0.425267081810863,0.488391575337213,-0.206132584255088,0.607887155432335,5,5
idw4,Sarahandrano,2,Feb,2018-2022,2003-2007,tmax_c,27.7607027617194,27.412088807483,0.348613954236384,1.27175260770795,0.454837009676047,0.456383424154968,-0.394170072928261,1.06285394288259,5,5
idw4,Sarahandrano,2,Feb,2018-2022,2003-2007,tmin_c,19.4773341024434,19.3346459106911,0.142688191752281,0.737992267411434,0.360906095851627,0.560134119454432,-0.0978070387494335,0.410864578250307,5,5
idw4,Sarahandrano,2,Feb,2018-2022,2003-2007,rh_mean,87.176279877645,88.7663748765055,-1.59009499886055,-1.79132582700684,0.291093069022621,-0.645761455600917,-4.03033284415671,0.877908388348732,5,5
idw4,Sarahandrano,2,Feb,2018-2022,2003-2007,vpd_kpa,0.417502752092048,0.364322326580517,0.0531804255115314,14.5970811096526,0.305933072664427,0.624850420033494,-0.0301790538406269,0.136620556804087,5,5
idw4,Sarahandrano,2,Feb,2018-2022,2003-2007,ssrd_MJ_day,8.96042820907021e-06,6.83470860322176e-06,2.12571960584845e-06,31.1018322689927,0.529973320697651,0.375012207791883,-3.51769686744917e-06,7.96999435090135e-06,5,5
idw4,Sarahandrano,2,Feb,2018-2022,2003-2007,wbgt28_h,1.6,1.8,-0.2,-11.1111111111111,0.830626153438387,-0.127735418536925,-1.8,1.4,5,5
idw4,Sarahandrano,2,Feb,2018-2022,2003-2007,wbgt31_h,0,0,0,,,,0,0,5,5
idw4,Sarahandrano,2,Feb,2018-2022,2003-2007,hot35_h,0,0,0,,,,0,0,5,5
idw4,Sarahandrano,3,Mar,2018-2022,2013-2017,tmean_c,22.5735822245092,22.5864546479535,-0.012872423444275,-0.0569917839913903,0.956114690269604,-0.03274263984331,-0.420044413210323,0.352488574102602,5,5
idw4,Sarahandrano,3,Mar,2018-2022,2013-2017,tmax_c,27.0636879682535,26.9099026491225,0.153785319130961,0.571482257428291,0.673677135258299,0.250128066784434,-0.444077594418853,0.789929858579593,5,5
idw4,Sarahandrano,3,Mar,2018-2022,2013-2017,tmin_c,19.6094494872801,19.5101180626915,0.0993314245885202,0.509127747301888,0.672352769821384,0.252898602917853,-0.310640229309801,0.459499830380574,5,5
idw4,Sarahandrano,3,Mar,2018-2022,2013-2017,rh_mean,88.4816563607209,87.9336615271071,0.547994833613728,0.62319119219754,0.29702921680212,0.643732988950858,-0.350788527344301,1.34597144533326,5,5
idw4,Sarahandrano,3,Mar,2018-2022,2013-2017,vpd_kpa,0.362932616002071,0.379237366799974,-0.0163047507979023,-4.2993523912168,0.408644963284153,-0.500900543539122,-0.0474848722326561,0.0180317971650115,5,5
idw4,Sarahandrano,3,Mar,2018-2022,2013-2017,ssrd_MJ_day,-2.86591162072983e-06,-6.69317566438597e-06,3.82726404365614e-06,-57.1815866722401,0.390432467977065,0.548764430630393,-2.66566445198329e-06,1.12988999455454e-05,5,5
idw4,Sarahandrano,3,Mar,2018-2022,2013-2017,wbgt28_h,1.2,0.6,0.6,100,0.499489280798707,0.409664719132582,-0.8,2.2,5,5
idw4,Sarahandrano,3,Mar,2018-2022,2013-2017,wbgt31_h,0,0,0,,,,0,0,5,5
idw4,Sarahandrano,3,Mar,2018-2022,2013-2017,hot35_h,0,0,0,,,,0,0,5,5
idw4,Sarahandrano,3,Mar,2018-2022,2008-2012,tmean_c,22.5735822245092,22.2250741669983,0.348508057510909,1.56808501466512,0.203268909796839,0.819195412875609,-0.089123093718392,0.756463809287276,5,5
idw4,Sarahandrano,3,Mar,2018-2022,2008-2012,tmax_c,27.0636879682535,26.6992165531165,0.364471415136954,1.36510153551457,0.444111254542843,0.461356847830993,-0.426210180177152,1.16285109157927,5,5
idw4,Sarahandrano,3,Mar,2018-2022,2008-2012,tmin_c,19.6094494872801,19.1038043115275,0.505645175752562,2.64682974923193,0.0443668867484694,1.39937412967673,0.0876721781486843,0.823230156816126,5,5
idw4,Sarahandrano,3,Mar,2018-2022,2008-2012,rh_mean,88.4816563607209,88.9304746431969,-0.44881828247604,-0.504684456342744,0.315252128431029,-0.613127759606286,-1.22695990161381,0.239550448383314,5,5
idw4,Sarahandrano,3,Mar,2018-2022,2008-2012,vpd_kpa,0.362932616002071,0.342881345742439,0.020051270259633,5.8478743473828,0.167838239716563,0.879457174261249,-0.00277625833647388,0.0418266129973074,5,5
idw4,Sarahandrano,3,Mar,2018-2022,2008-2012,ssrd_MJ_day,-2.86591162072983e-06,-9.6523873577524e-07,-1.90067288495459e-06,196.912205707124,0.723316821542688,-0.209735991268315,-1.00189163678842e-05,6.81902351344123e-06,5,5
idw4,Sarahandrano,3,Mar,2018-2022,2008-2012,wbgt28_h,1.2,1,0.2,20,0.856088169105714,0.107004958562933,-1.79499999999999,2.2,5,5
idw4,Sarahandrano,3,Mar,2018-2022,2008-2012,wbgt31_h,0,0,0,,,,0,0,5,5
idw4,Sarahandrano,3,Mar,2018-2022,2008-2012,hot35_h,0,0,0,,,,0,0,5,5
idw4,Sarahandrano,3,Mar,2018-2022,2003-2007,tmean_c,22.5735822245092,22.3201003424051,0.253481882104108,1.13566640927025,0.233185831450328,0.746456287216975,-0.145673009329425,0.570531383186165,5,5
idw4,Sarahandrano,3,Mar,2018-2022,2003-2007,tmax_c,27.0636879682535,26.7260820360277,0.337605932225767,1.26320772259346,0.481661194669016,0.42299709824052,-0.504544948488116,1.10138721508577,5,5
idw4,Sarahandrano,3,Mar,2018-2022,2003-2007,tmin_c,19.6094494872801,19.1956523201991,0.413797167081007,2.15568171468484,0.018245616933405,1.89001758238776,0.176429219428103,0.609844719084224,5,5
idw4,Sarahandrano,3,Mar,2018-2022,2003-2007,rh_mean,88.4816563607209,88.3903658390953,0.0912905216255666,0.103281076799423,0.809382771736652,0.14247245279622,-0.568678386328706,0.710149063850467,5,5
idw4,Sarahandrano,3,Mar,2018-2022,2003-2007,vpd_kpa,0.362932616002071,0.364188572137433,-0.00125595613536189,-0.344864235577368,0.937062707767628,-0.0465449675665809,-0.0299405630263031,0.024857588286261,5,5
idw4,Sarahandrano,3,Mar,2018-2022,2003-2007,ssrd_MJ_day,-2.86591162072983e-06,-1.88041749275476e-06,-9.85494127975062e-07,52.4082620892522,0.85803278797804,-0.105570903502347,-9.72315982931816e-06,8.48019936007818e-06,5,5
idw4,Sarahandrano,3,Mar,2018-2022,2003-2007,wbgt28_h,1.2,0.6,0.6,100,0.499489280798707,0.409664719132582,-0.8,2,5,5
idw4,Sarahandrano,3,Mar,2018-2022,2003-2007,wbgt31_h,0,0,0,,,,0,0,5,5
idw4,Sarahandrano,3,Mar,2018-2022,2003-2007,hot35_h,0,0,0,,,,0,0,5,5
idw4,Sarahandrano,4,Apr,2018-2022,2013-2017,tmean_c,21.8414958595058,21.6330442237705,0.208451635735358,0.963579760569761,0.446648446281658,0.4656709219546,-0.186947188378529,0.715266866416057,5,5
idw4,Sarahandrano,4,Apr,2018-2022,2013-2017,tmax_c,25.8729810303234,25.8488557603946,0.0241252699288097,0.0933320613973723,0.936916516283337,0.0468337249864928,-0.449300443995898,0.584706017166745,5,5
idw4,Sarahandrano,4,Apr,2018-2022,2013-2017,tmin_c,19.11240423403,18.4819855113941,0.630418722635934,3.41099024370126,0.0627967015639327,1.24018582068735,0.143177977653662,1.12059696001562,5,5
idw4,Sarahandrano,4,Apr,2018-2022,2013-2017,rh_mean,88.8185353059793,87.3685973516902,1.44993795428908,1.65956418923902,0.0154706233583328,1.75176693656133,0.716554420256354,2.38104702097316,5,5
idw4,Sarahandrano,4,Apr,2018-2022,2013-2017,vpd_kpa,0.331884369226837,0.374429551462975,-0.0425451822361377,-11.3626667740045,0.0370571327751592,-1.43470500242568,-0.0740636604497657,-0.0134237722134439,5,5
idw4,Sarahandrano,4,Apr,2018-2022,2013-2017,ssrd_MJ_day,-2.81517026192867e-06,-2.2732191153498e-06,-5.4195114657887e-07,23.8406910675425,0.85563113989186,-0.107354189261699,-5.41353805076025e-06,4.62879262838498e-06,5,5
idw4,Sarahandrano,4,Apr,2018-2022,2013-2017,wbgt28_h,0,0,0,,,,0,0,5,5
idw4,Sarahandrano,4,Apr,2018-2022,2013-2017,wbgt31_h,0,0,0,,,,0,0,5,5
idw4,Sarahandrano,4,Apr,2018-2022,2013-2017,hot35_h,0,0,0,,,,0,0,5,5
idw4,Sarahandrano,4,Apr,2018-2022,2008-2012,tmean_c,21.8414958595058,21.5843505292641,0.257145330241741,1.19135078858687,0.353563555225462,0.575339315111646,-0.124276677838821,0.777246437102748,5,5
idw4,Sarahandrano,4,Apr,2018-2022,2008-2012,tmax_c,25.8729810303234,25.686909484627,0.186071545696404,0.724382767057917,0.49985840134036,0.415770412431896,-0.166420321618341,0.712912617776366,5,5
idw4,Sarahandrano,4,Apr,2018-2022,2008-2012,tmin_c,19.11240423403,18.6134276221912,0.498976611838863,2.68073469307704,0.172626210038533,0.856354025279619,-0.0428014623018235,1.1465338508292,5,5
idw4,Sarahandrano,4,Apr,2018-2022,2008-2012,rh_mean,88.8185353059793,88.8023609087394,0.0161743972398938,0.0182139270559664,0.983011190383828,0.012671625676917,-1.11452895818958,1.48888161160235,5,5
idw4,Sarahandrano,4,Apr,2018-2022,2008-2012,vpd_kpa,0.331884369226837,0.330529734351934,0.00135463487490317,0.409837522654108,0.953905924525878,0.0341962264098663,-0.0411760983721801,0.0384033501606194,5,5
idw4,Sarahandrano,4,Apr,2018-2022,2008-2012,ssrd_MJ_day,-2.81517026192867e-06,-5.07373692260246e-07,-2.30779656966843e-06,454.851444777845,0.454238080194169,-0.44930815779051,-7.3368897706497e-06,2.7953212889246e-06,5,5
idw4,Sarahandrano,4,Apr,2018-2022,2008-2012,wbgt28_h,0,0,0,,,,0,0,5,5
idw4,Sarahandrano,4,Apr,2018-2022,2008-2012,wbgt31_h,0,0,0,,,,0,0,5,5
idw4,Sarahandrano,4,Apr,2018-2022,2008-2012,hot35_h,0,0,0,,,,0,0,5,5
idw4,Sarahandrano,4,Apr,2018-2022,2003-2007,tmean_c,21.8414958595058,21.4361171158549,0.405378743650939,1.89110155286056,0.227939674003127,0.746345890005228,-0.0809402694870228,0.975408365563219,5,5
idw4,Sarahandrano,4,Apr,2018-2022,2003-2007,tmax_c,25.8729810303234,25.5359855198417,0.336995510481678,1.31968868097857,0.373827600253666,0.538270653426897,-0.25169786406641,0.972360179676379,5,5
idw4,Sarahandrano,4,Apr,2018-2022,2003-2007,tmin_c,19.11240423403,18.4452319022474,0.667172331782609,3.61704496489046,0.0522805720457971,1.3074547162682,0.196481952976857,1.18924421610027,5,5
idw4,Sarahandrano,4,Apr,2018-2022,2003-2007,rh_mean,88.8185353059793,88.1298458790959,0.6886894268834,0.781448577395907,0.33320509732051,0.596427658497334,-0.483016838152332,1.77920912841841,5,5
idw4,Sarahandrano,4,Apr,2018-2022,2003-2007,vpd_kpa,0.331884369226837,0.348406098983125,-0.016521729756288,-4.74208970638262,0.453957152898243,-0.450852089484692,-0.053261880254676,0.0195531375162691,5,5
idw4,Sarahandrano,4,Apr,2018-2022,2003-2007,ssrd_MJ_day,-2.81517026192867e-06,-2.16138855282416e-06,-6.53781709104509e-07,30.2482266897476,0.844171616446512,-0.116066256407675,-6.43807136462126e-06,4.98619018460535e-06,5,5
idw4,Sarahandrano,4,Apr,2018-2022,2003-2007,wbgt28_h,0,0,0,,,,0,0,5,5
idw4,Sarahandrano,4,Apr,2018-2022,2003-2007,wbgt31_h,0,0,0,,,,0,0,5,5
idw4,Sarahandrano,4,Apr,2018-2022,2003-2007,hot35_h,0,0,0,,,,0,0,5,5
idw4,Sarahandrano,5,May,2018-2022,2013-2017,tmean_c,20.1066734368895,19.927549560564,0.179123876325473,0.898875578159162,0.527808236772721,0.381907079179533,-0.249561836390604,0.677111452011142,5,5
idw4,Sarahandrano,5,May,2018-2022,2013-2017,tmax_c,24.2147313547051,23.9452940348501,0.269437319854973,1.12522034376705,0.245863615285322,0.737241328417229,-0.069748820987539,0.642795784959859,5,5
idw4,Sarahandrano,5,May,2018-2022,2013-2017,tmin_c,16.9270569120326,16.7865793967796,0.140477515253021,0.836844195190662,0.747586921694542,0.191053211615503,-0.554139437639288,0.94147895193633,5,5
idw4,Sarahandrano,5,May,2018-2022,2013-2017,rh_mean,87.9106415862105,87.8233558203316,0.0872857658788178,0.0993878736054977,0.92295895185673,0.0572778292703695,-1.38914284265909,1.61440500621685,5,5
idw4,Sarahandrano,5,May,2018-2022,2013-2017,vpd_kpa,0.327830174413438,0.325699131940709,0.00213104247272911,0.654297866878271,0.920383834353074,0.0590613987425274,-0.0347678580565488,0.0383132632550039,5,5
idw4,Sarahandrano,5,May,2018-2022,2013-2017,ssrd_MJ_day,1.38280192272194e-05,1.54403263077668e-05,-1.61230708054733e-06,-10.4421826871386,0.539698925864244,-0.375635543367439,-5.72429095632418e-06,2.76184837278197e-06,5,5
idw4,Sarahandrano,5,May,2018-2022,2013-2017,wbgt28_h,0,0,0,,,,0,0,5,5
idw4,Sarahandrano,5,May,2018-2022,2013-2017,wbgt31_h,0,0,0,,,,0,0,5,5
idw4,Sarahandrano,5,May,2018-2022,2013-2017,hot35_h,0,0,0,,,,0,0,5,5
idw4,Sarahandrano,5,May,2018-2022,2008-2012,tmean_c,20.1066734368895,20.1534524984239,-0.046779061534469,-0.232114381087445,0.867205631945479,-0.09954511091866,-0.480998500255014,0.43091095811031,5,5
idw4,Sarahandrano,5,May,2018-2022,2008-2012,tmax_c,24.2147313547051,24.5491153519069,-0.334383997201766,-1.36210202448616,0.297909030410745,-0.665082733934648,-0.806279541585738,0.199022678713367,5,5
idw4,Sarahandrano,5,May,2018-2022,2008-2012,tmin_c,16.9270569120326,16.7329628263708,0.194094085661821,1.15995049816242,0.617742896823327,0.296836389422765,-0.441409919082067,0.867719297209298,5,5
idw4,Sarahandrano,5,May,2018-2022,2008-2012,rh_mean,87.9106415862105,86.7589136478462,1.15172793836425,1.32750387244255,0.259136049216871,0.705487908201494,-0.452412434560905,2.69180846021551,5,5
idw4,Sarahandrano,5,May,2018-2022,2008-2012,vpd_kpa,0.327830174413438,0.367625545349771,-0.0397953709363323,-10.824974335902,0.178805240231411,-0.866947037931757,-0.0824213959627931,0.00768306759975034,5,5
idw4,Sarahandrano,5,May,2018-2022,2008-2012,ssrd_MJ_day,1.38280192272194e-05,1.4992600421805e-05,-1.16458119458554e-06,-7.76770648067022,0.600772565942114,-0.317145416096176,-4.81585213633491e-06,2.47431294850197e-06,5,5
idw4,Sarahandrano,5,May,2018-2022,2008-2012,wbgt28_h,0,0,0,,,,0,0,5,5
idw4,Sarahandrano,5,May,2018-2022,2008-2012,wbgt31_h,0,0,0,,,,0,0,5,5
idw4,Sarahandrano,5,May,2018-2022,2008-2012,hot35_h,0,0,0,,,,0,0,5,5
idw4,Sarahandrano,5,May,2018-2022,2003-2007,tmean_c,20.1066734368895,20.0582322013809,0.0484412355086121,0.241503014933077,0.893112019108121,0.0805304657243569,-0.485376791404783,0.716612173142601,5,5
idw4,Sarahandrano,5,May,2018-2022,2003-2007,tmax_c,24.2147313547051,24.0732026890079,0.141528665697248,0.587909583637875,0.704761235567312,0.230458510256145,-0.463554704771478,0.736197339624582,5,5
idw4,Sarahandrano,5,May,2018-2022,2003-2007,tmin_c,16.9270569120326,16.9706911196775,-0.0436342076448888,-0.257115089404315,0.923971416782679,-0.0565368421527803,-0.735991634206435,0.791260130252768,5,5
idw4,Sarahandrano,5,May,2018-2022,2003-2007,rh_mean,87.9106415862105,88.6014567610564,-0.690815174845938,-0.779688280644135,0.400525423473782,-0.508655029272612,-1.93765779273275,0.760130175559831,5,5
idw4,Sarahandrano,5,May,2018-2022,2003-2007,vpd_kpa,0.327830174413438,0.307810589152509,0.0200195852609292,6.50386502818142,0.283594353436522,0.656606579087051,-0.00890544271738949,0.0510663169053707,5,5
idw4,Sarahandrano,5,May,2018-2022,2003-2007,ssrd_MJ_day,1.38280192272194e-05,1.12408223802215e-05,2.58719684699798e-06,23.0160815595684,0.378671099569659,0.553064652084606,-2.0331198330055e-06,7.03476574561774e-06,5,5
idw4,Sarahandrano,5,May,2018-2022,2003-2007,wbgt28_h,0,0,0,,,,0,0,5,5
idw4,Sarahandrano,5,May,2018-2022,2003-2007,wbgt31_h,0,0,0,,,,0,0,5,5
idw4,Sarahandrano,5,May,2018-2022,2003-2007,hot35_h,0,0,0,,,,0,0,5,5
idw4,Sarahandrano,6,Jun,2018-2022,2013-2017,tmean_c,18.1913455450958,18.3212403360993,-0.129894791003498,-0.708984700929658,0.725188500987851,-0.210222510966512,-0.728360165013739,0.493893642704877,5,5
idw4,Sarahandrano,6,Jun,2018-2022,2013-2017,tmax_c,22.0070565868197,22.0527095429834,-0.045652956163714,-0.207017446426394,0.91882293521787,-0.0606950357748289,-0.81223285855802,0.664804188063864,5,5
idw4,Sarahandrano,6,Jun,2018-2022,2013-2017,tmin_c,15.2262521759064,15.3510314362026,-0.12477926029621,-0.812839585501341,0.749664140092039,-0.189278019977231,-0.770157891338755,0.554309220227664,5,5
idw4,Sarahandrano,6,Jun,2018-2022,2013-2017,rh_mean,88.7172179085694,88.2847048427304,0.432513065838918,0.489907132395576,0.53338609558459,0.371857998386618,-0.741310466749004,1.63751086069764,5,5
idw4,Sarahandrano,6,Jun,2018-2022,2013-2017,vpd_kpa,0.267730420358724,0.282897680538281,-0.0151672601795569,-5.36139432133114,0.436675780774394,-0.470516496157715,-0.0514687888504125,0.0140181082844347,5,5
idw4,Sarahandrano,6,Jun,2018-2022,2013-2017,ssrd_MJ_day,1.10691452409235e-05,1.23325585602853e-05,-1.26341331936181e-06,-10.2445353345444,0.656161477644948,-0.264113287127687,-6.15217976595975e-06,3.53984797645147e-06,5,5
idw4,Sarahandrano,6,Jun,2018-2022,2013-2017,wbgt28_h,0,0,0,,,,0,0,5,5
idw4,Sarahandrano,6,Jun,2018-2022,2013-2017,wbgt31_h,0,0,0,,,,0,0,5,5
idw4,Sarahandrano,6,Jun,2018-2022,2013-2017,hot35_h,0,0,0,,,,0,0,5,5
idw4,Sarahandrano,6,Jun,2018-2022,2008-2012,tmean_c,18.1913455450958,18.4511981198776,-0.259852574781821,-1.40832358469925,0.453987864248505,-0.454629033500821,-0.839825771503104,0.297749143268462,5,5
idw4,Sarahandrano,6,Jun,2018-2022,2008-2012,tmax_c,22.0070565868197,22.5185900380587,-0.511533451238979,-2.27160515100828,0.266810034141837,-0.69740025765722,-1.22784508159761,0.200198130182198,5,5
idw4,Sarahandrano,6,Jun,2018-2022,2008-2012,tmin_c,15.2262521759064,15.3656617079659,-0.13940953205951,-0.90727971700195,0.701538871488059,-0.227267447157152,-0.733177466305754,0.4897230137489,5,5
idw4,Sarahandrano,6,Jun,2018-2022,2008-2012,rh_mean,88.7172179085694,88.1091056254107,0.608112283158647,0.690180973739526,0.511349124587343,0.395414803394778,-0.841771185848002,2.14011694346303,5,5
idw4,Sarahandrano,6,Jun,2018-2022,2008-2012,vpd_kpa,0.267730420358724,0.295253061671393,-0.0275226413126691,-9.32171241743157,0.300917130463057,-0.648818741034341,-0.0705890425741558,0.0142951159678327,5,5
idw4,Sarahandrano,6,Jun,2018-2022,2008-2012,ssrd_MJ_day,1.10691452409235e-05,1.49524242096854e-05,-3.88327896876186e-06,-25.9708988609785,0.234665654298793,-0.73560290599611,-8.89847369836665e-06,1.63226986942721e-06,5,5
idw4,Sarahandrano,6,Jun,2018-2022,2008-2012,wbgt28_h,0,0,0,,,,0,0,5,5
idw4,Sarahandrano,6,Jun,2018-2022,2008-2012,wbgt31_h,0,0,0,,,,0,0,5,5
idw4,Sarahandrano,6,Jun,2018-2022,2008-2012,hot35_h,0,0,0,,,,0,0,5,5
idw4,Sarahandrano,6,Jun,2018-2022,2003-2007,tmean_c,18.1913455450958,17.7553888686938,0.435956676402025,2.45534851208301,0.180789377431177,0.847196005083194,-0.0235445836881007,0.94955751778769,5,5
idw4,Sarahandrano,6,Jun,2018-2022,2003-2007,tmax_c,22.0070565868197,21.6715339014265,0.33552268539319,1.54821844600075,0.388947021306492,0.525218089070949,-0.26664335106954,1.02624581119066,5,5
