scheme,village,month,month_lab,variable,slope_decade_lm,p_lm,tau_mk,p_mk,sens_slope_decade
idw4,Sarahandrano,5,May,ssrd_MJ_day,5.30084732120264e-07,0.263568010421559,0.103030303030303,0.323145646876319,
idw4,Sarahandrano,5,May,wbgt28_h,0,,,,
idw4,Sarahandrano,5,May,wbgt31_h,0,,,,
idw4,Sarahandrano,5,May,hot35_h,0,,,,
idw4,Sarahandrano,6,Jun,tmean_c,0.148442582816286,0.0173486417921555,0.204040404040404,0.0492701698056092,
idw4,Sarahandrano,6,Jun,tmax_c,0.193891385646208,0.0133936282751381,0.202020202020202,0.0515729150101514,
idw4,Sarahandrano,6,Jun,tmin_c,0.0831614807641452,0.213788206183833,0.137373737373737,0.186630380015421,
idw4,Sarahandrano,6,Jun,rh_mean,-0.0764632787703712,0.631129071343868,-0.0242424242424242,0.821984444076777,
idw4,Sarahandrano,6,Jun,vpd_kpa,0.00496128777406858,0.249072546588802,0.115151515151515,0.268985379945214,
idw4,Sarahandrano,6,Jun,ssrd_MJ_day,-3.00643548441752e-07,0.501458305528077,-0.0666666666666667,0.52487368321117,
idw4,Sarahandrano,6,Jun,wbgt28_h,0,,,,
idw4,Sarahandrano,6,Jun,wbgt31_h,0,,,,
idw4,Sarahandrano,6,Jun,hot35_h,0,,,,
idw4,Sarahandrano,7,Jul,tmean_c,0.120043496090191,0.0661007072269777,0.218181818181818,0.0354483996427244,
idw4,Sarahandrano,7,Jul,tmax_c,0.180192848425158,0.0251200521387927,0.25050505050505,0.0156820235680705,
