scheme,village,month,month_lab,variable,slope_decade_lm,p_lm,tau_mk,p_mk,sens_slope_decade
idw4,Mandena,11,Nov,wbgt28_h,0.0447957839262187,0.363354252868884,0.113069674442244,0.368098075798547,
idw4,Mandena,11,Nov,wbgt31_h,0,,,,
idw4,Mandena,11,Nov,hot35_h,0,,,,
idw4,Mandena,12,Dec,tmean_c,0.311498282707948,8.61479159513468e-08,0.539393939393939,1.84834961140162e-07,
idw4,Mandena,12,Dec,tmax_c,0.414147510976414,2.83712614842929e-06,0.488888888888889,2.30273438267773e-06,
idw4,Mandena,12,Dec,tmin_c,0.210608255310626,0.000190460358483879,0.353535353535353,0.000640096219710367,
idw4,Mandena,12,Dec,rh_mean,-1.00834178220709,0.00107707714275514,-0.347474747474747,0.000792687338776311,
idw4,Mandena,12,Dec,vpd_kpa,0.0437802911077679,9.63996217583079e-05,0.375757575757576,0.000284256176432174,
idw4,Mandena,12,Dec,ssrd_MJ_day,3.94704333164867e-07,0.601592148040726,0.0161616161616162,0.883341352299997,
idw4,Mandena,12,Dec,wbgt28_h,0.90909090909091,0.0224379331359442,0.220510432928579,0.0432054199538434,
idw4,Mandena,12,Dec,wbgt31_h,0,,,,
idw4,Mandena,12,Dec,hot35_h,0,,,,
idw4,Sarahandrano,1,Jan,tmean_c,0.184801094037419,7.84562397480289e-06,0.424242424242424,4.1531208491617e-05,
idw4,Sarahandrano,1,Jan,tmax_c,0.198891853304317,0.00383333040512484,0.272727272727273,0.0085022873944983,
idw4,Sarahandrano,1,Jan,tmin_c,0.197629407921222,3.29006497543681e-05,0.416161616161616,5.80665102025412e-05,
idw4,Sarahandrano,1,Jan,rh_mean,0.0082442609329865,0.968518548628604,0.0484848484848485,0.645682015976444,
idw4,Sarahandrano,1,Jan,vpd_kpa,0.00414907321489493,0.557091682404823,0.0181818181818182,0.867921309924502,
idw4,Sarahandrano,1,Jan,ssrd_MJ_day,3.70368248390218e-07,0.553005230678967,0.0767676767676768,0.463147459250283,
idw4,Sarahandrano,1,Jan,wbgt28_h,0.220026350461134,0.00666642500389569,0.306508602693282,0.0113204622366683,
idw4,Sarahandrano,1,Jan,wbgt31_h,0,,,,
idw4,Sarahandrano,1,Jan,hot35_h,0,,,,
idw4,Sarahandrano,2,Feb,tmean_c,0.207434604631068,4.88643596022855e-05,0.391919191919192,0.00015324090620392,
idw4,Sarahandrano,2,Feb,tmax_c,0.221751031490225,0.00854453747254793,0.274747474747475,0.00802517848429526,
idw4,Sarahandrano,2,Feb,tmin_c,0.181923380377571,3.71003885033494e-05,0.385858585858586,0.000193723411168827,
idw4,Sarahandrano,2,Feb,rh_mean,-0.343059657088911,0.0436033091778449,-0.208080808080808,0.044922913436188,
idw4,Sarahandrano,2,Feb,vpd_kpa,0.0148563344470988,0.0142891499163128,0.268686868686869,0.00953325117758626,
idw4,Sarahandrano,2,Feb,ssrd_MJ_day,-4.57987072001e-07,0.384322989249677,-0.0888888888888889,0.39473501330303,
idw4,Sarahandrano,2,Feb,wbgt28_h,0.288537549407115,0.00896803862025636,0.35993425726467,0.00242726682879079,
idw4,Sarahandrano,2,Feb,wbgt31_h,0,,,,
idw4,Sarahandrano,2,Feb,hot35_h,0,,,,
idw4,Sarahandrano,3,Mar,tmean_c,0.165412718509532,0.000367994365370056,0.375757575757576,0.000284256176432174,
idw4,Sarahandrano,3,Mar,tmax_c,0.164553802219269,0.0353114815317504,0.21010101010101,0.0428735060484812,
idw4,Sarahandrano,3,Mar,tmin_c,0.15982373004587,0.000270535812237446,0.331313131313131,0.00137991984228716,
idw4,Sarahandrano,3,Mar,rh_mean,-0.196812213515068,0.155274519371699,-0.195959595959596,0.0590275998626276,
idw4,Sarahandrano,3,Mar,vpd_kpa,0.00902309002268733,0.0742440149861744,0.218181818181818,0.0354483996427244,
idw4,Sarahandrano,3,Mar,ssrd_MJ_day,2.5768090835641e-07,0.726669393631963,-0.0262626262626263,0.806798692380651,
idw4,Sarahandrano,3,Mar,wbgt28_h,0.160737812911727,0.139690213879451,0.0761455111546637,0.531693963553176,
idw4,Sarahandrano,3,Mar,wbgt31_h,0,,,,
idw4,Sarahandrano,3,Mar,hot35_h,0,,,,
idw4,Sarahandrano,4,Apr,tmean_c,0.175871695791829,0.000322231347702449,0.343434343434343,0.000912484103057926,
idw4,Sarahandrano,4,Apr,tmax_c,0.207034478120301,0.0014520102827343,0.347474747474747,0.000792687338776311,
idw4,Sarahandrano,4,Apr,tmin_c,0.13536728815157,0.0250316043267973,0.21010101010101,0.0428735060484812,
idw4,Sarahandrano,4,Apr,rh_mean,-0.192456427425955,0.258014156217291,-0.0646464646464646,0.537705681520768,
idw4,Sarahandrano,4,Apr,vpd_kpa,0.00893589855827618,0.0943316283633652,0.129292929292929,0.214105754914349,
idw4,Sarahandrano,4,Apr,ssrd_MJ_day,2.43266426284176e-09,0.996426449696827,-0.00808080808080808,0.945406534737361,
idw4,Sarahandrano,4,Apr,wbgt28_h,-0.0250329380764165,0.145426874811897,-0.182070531949089,0.154306867201098,
idw4,Sarahandrano,4,Apr,wbgt31_h,0,,,,
idw4,Sarahandrano,4,Apr,hot35_h,0,,,,
idw4,Sarahandrano,5,May,tmean_c,0.164205805270266,0.00546757622572712,0.248484848484848,0.0165448916103852,
idw4,Sarahandrano,5,May,tmax_c,0.235745269524468,0.00142385375004031,0.311111111111111,0.00267181235202826,
idw4,Sarahandrano,5,May,tmin_c,0.0918317227380333,0.167514476862829,0.155555555555556,0.134472657814085,
idw4,Sarahandrano,5,May,rh_mean,-0.191287233171831,0.212053280694503,-0.117171717171717,0.260603114798266,
idw4,Sarahandrano,5,May,vpd_kpa,0.00952858050565512,0.0365107354133784,0.22020202020202,0.0337736842484565,
